日付,レース番号,開催,レース名,馬名,馬番,勝率,予想順位
2026/4/4,2.02609E+11,阪神10R,ポラリスS,バグラダス,16,3.847154805,7
2026/4/4,2.02609E+11,阪神11R,チャーチルダウンズC,ストームサンダー,1,2.103587994,12
2026/4/4,2.02609E+11,阪神11R,チャーチルダウンズC,メイショウソラリス,2,1.351007447,13
2026/4/4,2.02609E+11,阪神11R,チャーチルダウンズC,リゾートアイランド,3,20.08779043,2
2026/4/4,2.02609E+11,阪神11R,チャーチルダウンズC,エイシンティザー,4,4.256339502,7
2026/4/4,2.02609E+11,阪神11R,チャーチルダウンズC,シーミハットク,5,3.610240216,9
2026/4/4,2.02609E+11,阪神11R,チャーチルダウンズC,サンダーストラック,6,25.96845237,1
2026/4/4,2.02609E+11,阪神11R,チャーチルダウンズC,サトノセプター,7,2.20864015,11
2026/4/4,2.02609E+11,阪神11R,チャーチルダウンズC,アンドゥーリル,8,12.89646416,3
2026/4/4,2.02609E+11,阪神11R,チャーチルダウンズC,クールデイトナ,9,3.995103752,8
2026/4/4,2.02609E+11,阪神11R,チャーチルダウンズC,バルセシート,10,7.382579752,4
2026/4/4,2.02609E+11,阪神11R,チャーチルダウンズC,ユウファラオ,11,1.15221544,14
2026/4/4,2.02609E+11,阪神11R,チャーチルダウンズC,サーディンラン,12,3.59661526,10
2026/4/4,2.02609E+11,阪神11R,チャーチルダウンズC,ファンクション,13,5.299191146,6
2026/4/4,2.02609E+11,阪神11R,チャーチルダウンズC,アスクイキゴミ,14,6.091772382,5
2026/4/4,2.02609E+11,阪神12R,4歳以上2勝クラス,ゴールデンエール,1,1.156004187,14
2026/4/4,2.02609E+11,阪神12R,4歳以上2勝クラス,テンクウジョー,2,2.948643917,8
2026/4/4,2.02609E+11,阪神12R,4歳以上2勝クラス,メイケイレイン,3,21.36224172,2
2026/4/4,2.02609E+11,阪神12R,4歳以上2勝クラス,プチブール,4,2.381993222,11
2026/4/4,2.02609E+11,阪神12R,4歳以上2勝クラス,ポートデラメール,5,22.41550658,1
2026/4/4,2.02609E+11,阪神12R,4歳以上2勝クラス,オーケアニス,6,8.311517026,4
2026/4/4,2.02609E+11,阪神12R,4歳以上2勝クラス,ロードオルデン,7,2.38712573,10
2026/4/4,2.02609E+11,阪神12R,4歳以上2勝クラス,ラヴオントップ,8,13.38714932,3
2026/4/4,2.02609E+11,阪神12R,4歳以上2勝クラス,タマモナポリ,9,3.653713363,7
2026/4/4,2.02609E+11,阪神12R,4歳以上2勝クラス,キボウノホシ,10,1.761155049,13
2026/4/4,2.02609E+11,阪神12R,4歳以上2勝クラス,テイエムヒショウ,11,1.052953175,15
2026/4/4,2.02609E+11,阪神12R,4歳以上2勝クラス,ワンダーカモン,12,2.920907178,9
2026/4/4,2.02609E+11,阪神12R,4歳以上2勝クラス,プリンスノット,13,2.107893603,12
2026/4/4,2.02609E+11,阪神12R,4歳以上2勝クラス,モズタチアガレ,14,6.489632544,6
2026/4/4,2.02609E+11,阪神12R,4歳以上2勝クラス,ツーネサーン,15,7.663563379,5
