日付,レース番号,開催,レース名,馬名,馬番,勝率,予想順位
2026-04-05,202606030405,中山5R,3歳未勝利,ゴーントゥファー,,1.9225353025151386,13
2026-04-05,202606030405,中山5R,3歳未勝利,サンマルフォース,,1.2154973909001374,14
2026-04-05,202606030405,中山5R,3歳未勝利,カキュウ,,1.0870517753515312,15
2026-04-05,202606030405,中山5R,3歳未勝利,フクスケ,,1.0724865742603178,16
2026-04-05,202606030406,中山6R,3歳1勝クラス,リヒトミューレ,,21.007228630700514,1
2026-04-05,202606030406,中山6R,3歳1勝クラス,ガンダ,,14.258052071488251,2
2026-04-05,202606030406,中山6R,3歳1勝クラス,テンカムテキ,,13.497108219269743,3
2026-04-05,202606030406,中山6R,3歳1勝クラス,ウリズンベー,,10.884798753847102,4
2026-04-05,202606030406,中山6R,3歳1勝クラス,アレンスター,,8.371596005936352,5
2026-04-05,202606030406,中山6R,3歳1勝クラス,ケイツーリーブル,,4.83902633272038,6
2026-04-05,202606030406,中山6R,3歳1勝クラス,クイーンズドリーム,,4.606387456862232,7
2026-04-05,202606030406,中山6R,3歳1勝クラス,マーゴットサンズ,,3.94935742788325,8
2026-04-05,202606030406,中山6R,3歳1勝クラス,エムノビアンカ,,3.128781695084161,9
2026-04-05,202606030406,中山6R,3歳1勝クラス,エクセルクラウン,,2.8764297769924116,10
2026-04-05,202606030406,中山6R,3歳1勝クラス,ピースサイン,,2.7286505862440613,11
2026-04-05,202606030406,中山6R,3歳1勝クラス,ジェイエルモーダル,,2.49632276929924,12
2026-04-05,202606030406,中山6R,3歳1勝クラス,プレイメイカー,,2.156461172640626,13
2026-04-05,202606030406,中山6R,3歳1勝クラス,ジオストラテジー,,1.896835761746987,14
2026-04-05,202606030406,中山6R,3歳1勝クラス,タイセイエムロード,,1.8342754259455738,15
2026-04-05,202606030406,中山6R,3歳1勝クラス,ライフイズ,,1.4686879133391122,16
2026-04-05,202606030407,中山7R,3歳1勝クラス,ニルマーネル,,16.182949533310172,1
2026-04-05,202606030407,中山7R,3歳1勝クラス,ファインサマーデイ,,15.249042776019655,2
2026-04-05,202606030407,中山7R,3歳1勝クラス,ハッピーラッキー,,14.924117952896626,3
2026-04-05,202606030407,中山7R,3歳1勝クラス,ガラベイヤ,,11.746008729218183,4
2026-04-05,202606030407,中山7R,3歳1勝クラス,マウンテンバローズ,,10.912954886311741,5
2026-04-05,202606030407,中山7R,3歳1勝クラス,ラヴノー,,8.313333799412586,6
2026-04-05,202606030407,中山7R,3歳1勝クラス,ベレーバスク,,6.45436883218256,7
2026-04-05,202606030407,中山7R,3歳1勝クラス,ヤマメライズ,,4.003510698435938,8
2026-04-05,202606030407,中山7R,3歳1勝クラス,クラディスティーナ,,2.6823669273677972,9
2026-04-05,202606030407,中山7R,3歳1勝クラス,ゼファーテソーロ,,2.594030469803636,10
2026-04-05,202606030407,中山7R,3歳1勝クラス,シーグルロス,,1.8735602601398598,11
2026-04-05,202606030407,中山7R,3歳1勝クラス,トリスティ,,1.73784428617887,12
2026-04-05,202606030407,中山7R,3歳1勝クラス,セイウンアインス,,1.6915203919736121,13
2026-04-05,202606030407,中山7R,3歳1勝クラス,フェーダーローター,,1.6343904567487602,14
2026-04-05,202606030408,中山8R,4歳以上1勝クラス,トモジャシーマ,,22.60459156988243,1
2026-04-05,202606030408,中山8R,4歳以上1勝クラス,パシーヴ,,20.17343025167572,2
2026-04-05,202606030408,中山8R,4歳以上1勝クラス,リッキースタイル,,11.630947706000118,3
2026-04-05,202606030408,中山8R,4歳以上1勝クラス,エコロカディス,,8.053019916706731,4
2026-04-05,202606030408,中山8R,4歳以上1勝クラス,キョウエイスレーヴ,,6.610765361973084,5
2026-04-05,202606030408,中山8R,4歳以上1勝クラス,イノキ,,6.460977582633968,6
2026-04-05,202606030408,中山8R,4歳以上1勝クラス,バスターコール,,4.029782887315463,7
2026-04-05,202606030408,中山8R,4歳以上1勝クラス,ペイシャアーサー,,3.3463491149631035,8
2026-04-05,202606030408,中山8R,4歳以上1勝クラス,ガンバレベアー,,3.1391382571532276,9
2026-04-05,202606030408,中山8R,4歳以上1勝クラス,セイウンビッグバン,,3.097213366192308,10
2026-04-05,202606030408,中山8R,4歳以上1勝クラス,シルバードン,,2.8574066689597477,11
2026-04-05,202606030408,中山8R,4歳以上1勝クラス,アイスブレイカー,,2.1054979557645104,12
2026-04-05,202606030408,中山8R,4歳以上1勝クラス,アルナイル,,1.9171319254182024,13
2026-04-05,202606030408,中山8R,4歳以上1勝クラス,ウインドファルクス,,1.463264166556254,14
2026-04-05,202606030408,中山8R,4歳以上1勝クラス,キングクレオール,,1.3631747648679198,15
2026-04-05,202606030408,中山8R,4歳以上1勝クラス,ジャーニーメモリー,,1.1473085039372193,16
2026-04-05,202606030409,中山9R,安房特別,オストラヴァ,,29.917111809532244,1
2026-04-05,202606030409,中山9R,安房特別,イクリール,,20.632680438657015,2
2026-04-05,202606030409,中山9R,安房特別,カーミングライツ,,10.475673986642466,3
2026-04-05,202606030409,中山9R,安房特別,タッチアンドムーブ,,10.085022194492485,4
2026-04-05,202606030409,中山9R,安房特別,リギーロ,,8.33545995227314,5
2026-04-05,202606030409,中山9R,安房特別,ロールザダイス,,7.778810572678531,6
2026-04-05,202606030409,中山9R,安房特別,ダイシンアポロン,,6.41873604976794,7
2026-04-05,202606030409,中山9R,安房特別,レイデラルース,,6.356504995956177,8
2026-04-05,202606030410,中山10R,アリエスS,デルアヴァー,,26.041881850499067,1
2026-04-05,202606030410,中山10R,アリエスS,メリークリスマス,,18.602758459173064,2
2026-04-05,202606030410,中山10R,アリエスS,タイセイミッション,,8.996059409714665,3
2026-04-05,202606030410,中山10R,アリエスS,シゲルソロソロ,,6.214949091394812,4
2026-04-05,202606030410,中山10R,アリエスS,ウィンドフォール,,5.844004014184127,5
2026-04-05,202606030410,中山10R,アリエスS,クロースコンバット,,5.657099798640722,6
2026-04-05,202606030410,中山10R,アリエスS,グレイテストソング,,4.712352641444309,7
2026-04-05,202606030410,中山10R,アリエスS,ラオラシオン,,4.70940112548751,8
2026-04-05,202606030410,中山10R,アリエスS,ペイシャモノノフ,,4.523906088531165,9
2026-04-05,202606030410,中山10R,アリエスS,タンゴバイラリン,,4.145941233122217,10
2026-04-05,202606030410,中山10R,アリエスS,ラテラルシンキング,,2.4923627477885417,11
2026-04-05,202606030410,中山10R,アリエスS,オレデイイノカ,,1.8043327602655737,12
2026-04-05,202606030410,中山10R,アリエスS,バリアントバイオ,,1.6576090876037994,13
2026-04-05,202606030410,中山10R,アリエスS,トルーマンテソーロ,,1.6202182722226406,14
2026-04-05,202606030410,中山10R,アリエスS,メイショウフジ,,1.5763815007468387,15
2026-04-05,202606030410,中山10R,アリエスS,レッドラパルマ,,1.4007419191809372,16
2026-04-05,202606030411,中山11R,美浦S,ヤマニンアドホック,,18.940025762833844,1
2026-04-05,202606030411,中山11R,美浦S,クルミナーレ,,16.807814032067444,2
2026-04-05,202606030411,中山11R,美浦S,ジュタ,,8.831202230764232,3
2026-04-05,202606030411,中山11R,美浦S,ダンツファイター,,7.770088763435863,4
2026-04-05,202606030411,中山11R,美浦S,フクノブルーレイク,,7.618693436709552,5
2026-04-05,202606030411,中山11R,美浦S,フレーヴァード,,5.757346558624468,6
2026-04-05,202606030411,中山11R,美浦S,シャドウメテオ,,5.4955717770739625,7
2026-04-05,202606030411,中山11R,美浦S,スパークリシャール,,5.246019769183278,8
2026-04-05,202606030411,中山11R,美浦S,アルトゥーム,,5.12355737563602,9
2026-04-05,202606030411,中山11R,美浦S,ドゥカート,,3.937416243412242,10
2026-04-05,202606030411,中山11R,美浦S,アマイ,,2.93725454629163,11
2026-04-05,202606030411,中山11R,美浦S,タイキラフター,,2.8930251038121866,12
2026-04-05,202606030411,中山11R,美浦S,トーアライデン,,2.8271936754943487,13
2026-04-05,202606030411,中山11R,美浦S,ホウオウスーペリア,,2.388192854525426,14
2026-04-05,202606030411,中山11R,美浦S,マイネルニコラス,,1.9684387650320612,15
2026-04-05,202606030411,中山11R,美浦S,ルクスビッグスター,,1.458159105103443,16
2026-04-05,202606030412,中山12R,4歳以上2勝クラス,プリムツァール,,28.672983884706422,1
2026-04-05,202606030412,中山12R,4歳以上2勝クラス,パワースナッチ,,21.425212569688952,2
2026-04-05,202606030412,中山12R,4歳以上2勝クラス,リバーバレイト,,18.68596206907062,3
2026-04-05,202606030412,中山12R,4歳以上2勝クラス,レーヴブリリアント,,8.66634084835888,4
2026-04-05,202606030412,中山12R,4歳以上2勝クラス,シャンパンマーク,,4.996716661107788,5
2026-04-05,202606030412,中山12R,4歳以上2勝クラス,ケイケイ,,4.8342514898633535,6
2026-04-05,202606030412,中山12R,4歳以上2勝クラス,ミラーダカリエンテ,,3.3314132640867022,7
2026-04-05,202606030412,中山12R,4歳以上2勝クラス,ロゼル,,3.052773092322142,8
2026-04-05,202606030412,中山12R,4歳以上2勝クラス,マイネルフォルツァ,,2.5320475050079163,9
2026-04-05,202606030412,中山12R,4歳以上2勝クラス,ダイシンバースディ,,1.6486283704299485,10
2026-04-05,202606030412,中山12R,4歳以上2勝クラス,アンタノバラード,,1.1334119357340249,11
2026-04-05,202606030412,中山12R,4歳以上2勝クラス,ラーテル,,1.020258309623272,12
2026-04-05,202609020401,阪神1R,3歳未勝利,プリンセスアツコ,,18.08399715839774,1
2026-04-05,202609020401,阪神1R,3歳未勝利,タガノプディング,,17.69884286701526,2
2026-04-05,202609020401,阪神1R,3歳未勝利,マリブサーフ,,17.19760043647957,3
2026-04-05,202609020401,阪神1R,3歳未勝利,エバイダンス,,13.526364788017286,4
2026-04-05,202609020401,阪神1R,3歳未勝利,ガルディエンヌ,,7.71132980610796,5
2026-04-05,202609020401,阪神1R,3歳未勝利,メイショウマドンナ,,4.059437422722411,6
2026-04-05,202609020401,阪神1R,3歳未勝利,ワンダーアスク,,3.9445804529878012,7
2026-04-05,202609020401,阪神1R,3歳未勝利,ジーティーアリア,,3.6788938611721798,8
2026-04-05,202609020401,阪神1R,3歳未勝利,ココロザスノ,,3.2082280195443373,9
2026-04-05,202609020401,阪神1R,3歳未勝利,メモリーデイズ,,2.348608152440713,10
2026-04-05,202609020401,阪神1R,3歳未勝利,アンビエントポップ,,1.6512539524521026,11
2026-04-05,202609020401,阪神1R,3歳未勝利,ダノンロワール,,1.6512539524521026,12
2026-04-05,202609020401,阪神1R,3歳未勝利,ドールズ,,1.6512539524521026,13
2026-04-05,202609020401,阪神1R,3歳未勝利,クリスプレミアム,,1.38548311144895,14
2026-04-05,202609020401,阪神1R,3歳未勝利,エレーデサンライズ,,1.192046202198562,15
2026-04-05,202609020401,阪神1R,3歳未勝利,アンウェイバリング,,1.0108258641109247,16
2026-04-05,202609020402,阪神2R,3歳未勝利,テイエムスターラン,,31.837065344303028,1
2026-04-05,202609020402,阪神2R,3歳未勝利,マイカラー,,24.506829003202597,2
2026-04-05,202609020402,阪神2R,3歳未勝利,タイセイサーブル,,15.62006775813615,3
2026-04-05,202609020402,阪神2R,3歳未勝利,ガトー,,8.64510983776463,4
2026-04-05,202609020402,阪神2R,3歳未勝利,キングジェネシス,,4.395398398100318,5
2026-04-05,202609020402,阪神2R,3歳未勝利,カフジミモレット,,2.664072093759807,6
2026-04-05,202609020402,阪神2R,3歳未勝利,グンバイ,,2.5775788455014434,7
2026-04-05,202609020402,阪神2R,3歳未勝利,キタノアンドレイ,,1.758206630374146,8
2026-04-05,202609020402,阪神2R,3歳未勝利,クリコバロー,,1.5922737771444908,9
2026-04-05,202609020402,阪神2R,3歳未勝利,レヴロード,,1.5180228298113079,10
2026-04-05,202609020402,阪神2R,3歳未勝利,サイモンゴージャス,,1.4367485074009358,11
2026-04-05,202609020402,阪神2R,3歳未勝利,ヒロノフウジン,,1.2782216853197315,12
2026-04-05,202609020402,阪神2R,3歳未勝利,アウトリュコス,,1.1191063129915415,13
2026-04-05,202609020402,阪神2R,3歳未勝利,ショウナンアワード,,1.0512989761898777,14
2026-04-05,202609020403,阪神3R,3歳未勝利,アルムアポジェ,,28.647975410421232,1
2026-04-05,202609020403,阪神3R,3歳未勝利,キャッチアシーフ,,28.11143106021095,2
2026-04-05,202609020403,阪神3R,3歳未勝利,アクアマイスター,,15.287651044599999,3
2026-04-05,202609020403,阪神3R,3歳未勝利,マスターストーン,,7.423875976717693,4
2026-04-05,202609020403,阪神3R,3歳未勝利,シオミン,,3.9254191913702647,5
2026-04-05,202609020403,阪神3R,3歳未勝利,グレイトソン,,2.550222088819818,6
2026-04-05,202609020403,阪神3R,3歳未勝利,レジーナテンペスタ,,2.5200705672944443,7
2026-04-05,202609020403,阪神3R,3歳未勝利,ボールドペイト,,2.074783225720734,8
2026-04-05,202609020403,阪神3R,3歳未勝利,ジュエルサンライズ,,1.909174751224709,9
2026-04-05,202609020403,阪神3R,3歳未勝利,ゴーイングムーン,,1.403462626160695,10
2026-04-05,202609020403,阪神3R,3歳未勝利,モズオサキニ,,1.1003735208913064,11
2026-04-05,202609020403,阪神3R,3歳未勝利,リアルフォルツァ,,1.052849930063925,12
2026-04-05,202609020403,阪神3R,3歳未勝利,ナムラオーレ,,1.0413010960080604,13
2026-04-05,202609020403,阪神3R,3歳未勝利,クロボタン,,0.9922091796818902,14
2026-04-05,202609020403,阪神3R,3歳未勝利,キタノレクレドール,,0.985315608081379,15
2026-04-05,202609020403,阪神3R,3歳未勝利,チェラブ,,0.9738847227328974,16
2026-04-05,202609020404,阪神4R,3歳未勝利,カモンメーン,,25.952025053052008,1
2026-04-05,202609020404,阪神4R,3歳未勝利,デルマフジ,,22.096301590072173,2
2026-04-05,202609020404,阪神4R,3歳未勝利,パーヴォ,,9.672669313392323,3
2026-04-05,202609020404,阪神4R,3歳未勝利,サトノトリニティ,,8.043582008431775,4
2026-04-05,202609020404,阪神4R,3歳未勝利,レイワノキセキ,,7.176693566225794,5
2026-04-05,202609020404,阪神4R,3歳未勝利,カパルア,,6.931128464742711,6
2026-04-05,202609020404,阪神4R,3歳未勝利,フクチャンブラック,,5.008074022561957,7
2026-04-05,202609020404,阪神4R,3歳未勝利,スウィーティーベル,,3.6401046810507967,8
2026-04-05,202609020404,阪神4R,3歳未勝利,ドリームプレミア,,2.624980070059314,9
2026-04-05,202609020404,阪神4R,3歳未勝利,アイゼンハイム,,2.1697636670562597,10
2026-04-05,202609020404,阪神4R,3歳未勝利,ニテンイチリュウ,,1.7653323536637808,11
2026-04-05,202609020404,阪神4R,3歳未勝利,ショウナンアンバー,,1.5313937781629234,12
2026-04-05,202609020404,阪神4R,3歳未勝利,ツーエムアスリート,,1.373203074287989,13
2026-04-05,202609020404,阪神4R,3歳未勝利,オドワローズ,,1.0963383008777947,14
2026-04-05,202609020404,阪神4R,3歳未勝利,モズノシアワセ,,0.918410056362404,15
2026-04-05,202609020405,阪神5R,3歳1勝クラス,シルバーレシオ,,24.89740788260287,1
2026-04-05,202609020405,阪神5R,3歳1勝クラス,ヴォーカライズ,,16.279039932231075,2
2026-04-05,202609020405,阪神5R,3歳1勝クラス,ブリッジエフェクト,,14.532686669982514,3
2026-04-05,202609020405,阪神5R,3歳1勝クラス,スカイストライプス,,13.2013531865732,4
2026-04-05,202609020405,阪神5R,3歳1勝クラス,アスクチャンスマン,,5.399027958649332,5
2026-04-05,202609020405,阪神5R,3歳1勝クラス,セルジュバローズ,,4.807460407568054,6
2026-04-05,202609020405,阪神5R,3歳1勝クラス,ルファーダ,,4.484590821447559,7
2026-04-05,202609020405,阪神5R,3歳1勝クラス,タイセイジェイド,,3.460918722518206,8
2026-04-05,202609020405,阪神5R,3歳1勝クラス,アーサーバローズ,,3.449854621886835,9
2026-04-05,202609020405,阪神5R,3歳1勝クラス,ドメイン,,3.154263983850563,10
2026-04-05,202609020405,阪神5R,3歳1勝クラス,ケイアイアマゾン,,2.450752649372377,11
2026-04-05,202609020405,阪神5R,3歳1勝クラス,クイノールト,,2.02730072937403,12
2026-04-05,202609020405,阪神5R,3歳1勝クラス,チェリヴェント,,1.8553424339433702,13
2026-04-05,202609020406,阪神6R,4歳以上1勝クラス,ハルフロンティア,,28.187880890010785,1
2026-04-05,202609020406,阪神6R,4歳以上1勝クラス,バニーラビット,,18.17201001926864,2
2026-04-05,202609020406,阪神6R,4歳以上1勝クラス,ドルチェリターン,,15.34773960096938,3
2026-04-05,202609020406,阪神6R,4歳以上1勝クラス,デルシエロ,,12.195357194822408,4
2026-04-05,202609020406,阪神6R,4歳以上1勝クラス,ウインポセイドン,,8.319947648228185,5
2026-04-05,202609020406,阪神6R,4歳以上1勝クラス,エボルヴィング,,6.737450941895412,6
2026-04-05,202609020406,阪神6R,4歳以上1勝クラス,ドウアドバンテージ,,6.020804576077573,7
2026-04-05,202609020406,阪神6R,4歳以上1勝クラス,ロックウイズユー,,3.795771088647162,8
2026-04-05,202609020406,阪神6R,4歳以上1勝クラス,アスクアメージモア,,1.2230380400804712,9
2026-04-05,202609020407,阪神7R,4歳以上2勝クラス,アラナコア,,25.049822787847297,1
2026-04-05,202609020407,阪神7R,4歳以上2勝クラス,ライノ,,14.39341868723687,2
2026-04-05,202609020407,阪神7R,4歳以上2勝クラス,ショーダンサー,,14.185013503391291,3
2026-04-05,202609020407,阪神7R,4歳以上2勝クラス,マテンロウブレイブ,,10.292421869787743,4
2026-04-05,202609020407,阪神7R,4歳以上2勝クラス,レッドリベルタ,,5.416416462577564,5
2026-04-05,202609020407,阪神7R,4歳以上2勝クラス,モモンウールー,,4.8584727912927885,6
2026-04-05,202609020407,阪神7R,4歳以上2勝クラス,メイショウオオコ,,4.645050350715436,7
2026-04-05,202609020407,阪神7R,4歳以上2勝クラス,スーパージョック,,3.69212750179341,8
2026-04-05,202609020407,阪神7R,4歳以上2勝クラス,バトンインディ,,3.3976316813980336,9
2026-04-05,202609020407,阪神7R,4歳以上2勝クラス,ナグルファル,,3.2426591448302586,10
2026-04-05,202609020407,阪神7R,4歳以上2勝クラス,ワイドクリーガー,,3.1784524675852257,11
2026-04-05,202609020407,阪神7R,4歳以上2勝クラス,トゥルブレンシア,,2.713099612171952,12
2026-04-05,202609020407,阪神7R,4歳以上2勝クラス,リアド,,2.248836066725522,13
2026-04-05,202609020407,阪神7R,4歳以上2勝クラス,アオイミモザ,,1.3942063249869507,14
2026-04-05,202609020407,阪神7R,4歳以上2勝クラス,テーオーレガシー,,1.292370747659665,15
2026-04-05,202609020408,阪神8R,4歳以上2勝クラス,フェアリーライク,,30.864726026092193,1
2026-04-05,202609020408,阪神8R,4歳以上2勝クラス,ジーティーマン,,27.02144625799295,2
2026-04-05,202609020408,阪神8R,4歳以上2勝クラス,ツーエムクロノス,,9.868763540515143,3
2026-04-05,202609020408,阪神8R,4歳以上2勝クラス,モアリジット,,9.438356714741246,4
2026-04-05,202609020408,阪神8R,4歳以上2勝クラス,ホウオウトランプ,,7.725276551306624,5
2026-04-05,202609020408,阪神8R,4歳以上2勝クラス,マイネルフルムーン,,5.779904373121307,6
2026-04-05,202609020408,阪神8R,4歳以上2勝クラス,オメガインペリアル,,2.7422342813267884,7
2026-04-05,202609020408,阪神8R,4歳以上2勝クラス,ハイディージェン,,2.404451510284148,8
2026-04-05,202609020408,阪神8R,4歳以上2勝クラス,アスクエピソード,,1.9031011837086522,9
2026-04-05,202609020408,阪神8R,4歳以上2勝クラス,レッドバレンティア,,1.3229183906848638,10
2026-04-05,202609020408,阪神8R,4歳以上2勝クラス,コスモスプモーニ,,0.9288211702260886,11
2026-04-05,202609020409,阪神9R,バイオレットS,テーオーグレーザー,,18.484326097272643,1
2026-04-05,202609020409,阪神9R,バイオレットS,メイショウカクウチ,,13.56152757968865,2
2026-04-05,202609020409,阪神9R,バイオレットS,ハグレジョー,,9.82707406072011,3
2026-04-05,202609020409,阪神9R,バイオレットS,ビービークローサー,,8.998438325011545,4
2026-04-05,202609020409,阪神9R,バイオレットS,エブリーポッシブル,,8.774447825923994,5
2026-04-05,202609020409,阪神9R,バイオレットS,ルクスレイモンド,,8.773891799485895,6
2026-04-05,202609020409,阪神9R,バイオレットS,マジッククッキー,,8.415042678065495,7
2026-04-05,202609020409,阪神9R,バイオレットS,エコロレーヴ,,6.246467896882428,8
2026-04-05,202609020409,阪神9R,バイオレットS,ジャックナダル,,6.172173593166468,9
2026-04-05,202609020409,阪神9R,バイオレットS,サマーゲール,,6.01169213572453,10
2026-04-05,202609020409,阪神9R,バイオレットS,レッドスティンガー,,2.837264177086791,11
2026-04-05,202609020409,阪神9R,バイオレットS,ローズカリス,,1.8976538309714606,12
2026-04-05,202609020410,阪神10R,心斎橋S,スライビングロード,,22.73221209277458,1
2026-04-05,202609020410,阪神10R,心斎橋S,ミトノオルフェ,,20.605952606870325,2
2026-04-05,202609020410,阪神10R,心斎橋S,スカイハイ,,8.989950205069514,3
2026-04-05,202609020410,阪神10R,心斎橋S,ミルテンベルク,,6.756934116483242,4
